DEMOGRAPHIC_VARIABLES,Age,Gender,EXPERIMENTAL_CONDITIONS_METHOD_FACTORS,Stimulus_Identity,Bag_Matching,IMPLICIT_MEASURES,Evaluative_Measure_Order,Participant,IAT_Score,EXPLICIT_MEASURES,Stimulus_1a_Positive_Negative_Positive_Negative_response,Stimulus_1a_Good_Bad_Good_Bad_response,Stimulus_1a_Pleasant_Unpleasant_Pleasant_Unpleasant_response,Stimulus_1a_Like_Dislike_Like_Dislike_response,Stimulus_2a_Positive_Negative_Positive_Negative_response,Stimulus_2a_Good_Bad_Good_Bad_response,Stimulus_2a_Pleasant_Unpleasant_Pleasant_Unpleasant_response,Stimulus_2a_Like_Dislike_Like_Dislike_response,CS1_Self_Report_Total,CS2_Self_Report_Total,EC_Effect_CS1_CS2_Difference_Score,EXPLORATORY_QUESTIONS,US_Contingency_Awareness,US_Contingency_Awareness_recoded,Influence_Awareness_response,Influence_Awareness_recoded,Demand_Self_Reports,Demand_IAT,Reactance_Self_Reports,Reactance_IAT,Did_the_participant_take_any_notes_response
NA,35,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,192,0.134160007,NA,0,0,0,0,0,0,0,0,0,0,0,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,no as they were sometimes positive then james and then negative then james and the same for chris   ,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,28,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,198,-0.219127742,NA,0,0,0,0,0,0,0,0,0,0,0,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,"No, but I felt that there were more positive word next to Chris and more negative words next to Jame",0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,29,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,204,0.092220809,NA,-2,-2,-2,-2,1,1,1,1,-2,1,-3,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,I don't think so                                                                                    ,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,28,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,215,0.340771243,NA,2,2,2,1,4,5,4,4,1.75,4.25,-2.5,NA,always had a positive meaning                                                                       ,0,No                                                                                                  ,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,26,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,217,0.032063717,NA,0,-1,-1,-1,-3,-3,-3,-3,-0.75,-3,2.25,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,"Yes, I think that I had an initial impression of Chris or James based only on their photos and was t",1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,40,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,219,0.258645917,NA,5,2,3,3,3,2,3,4,3.25,3,0.25,NA,always had a negative meaning                                                                       ,0,none                                                                                                ,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,20,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,221,-0.353317192,NA,0,-1,2,3,4,2,3,4,1,3.25,-2.25,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,"I dont think they did, but subliminally they may have caused biases that i'm not congniant of       ",0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,34,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,224,-0.500171392,NA,-3,-3,-4,-3,4,4,5,4,-3.25,4.25,-7.5,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,Yes - I deliberately haven't taken any efforts to count how many of the words were negative or posit,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,36,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,228,-0.833142504,NA,-1,-1,-1,-1,1,1,1,1,-1,1,-2,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,"No, because both positive and negative words were shown right after both James and Chris            ",0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,22,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,237,-0.069434198,NA,-2,-2,-3,-2,3,3,3,4,-2.25,3.25,-5.5,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,Yes they infuenced how I felt about them because the words appeared after/before the images of the p,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,39,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,238,-0.1770138,NA,4,4,4,4,-4,-2,-3,-4,4,-3.25,7.25,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,Yes definately I do think it influenced how much I liked the person.                                ,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,32,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,242,-0.708776134,NA,-1,-1,0,0,0,0,0,1,-0.5,0.25,-0.75,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,at first it influenced how much i liked james and chris but after a while i did not notice any patte,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,40,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,248,-0.69511529,NA,0,0,0,0,0,0,0,0,0,0,0,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,There were both positive and negative words for each person so I didn't know how to feel about eithe,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,34,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,249,-0.326186752,NA,0,0,0,0,0,0,0,0,0,0,0,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,"I don't think so, no.                                                                               ",0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,42,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,254,-0.23367176,NA,0,0,0,0,0,0,0,0,0,0,0,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,I don't think so.    Any deviation in the IAT test is more likely due to training my brain in the fi,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,29,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,258,0.385270177,NA,0,0,1,0,0,1,0,1,0.25,0.5,-0.25,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,not really                                                                                          ,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,39,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,261,NA,NA,1,2,1,2,4,4,3,4,1.5,3.75,-2.25,NA,                                                                                                    ,NA,                                                                                                    ,NA,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,No                                                                                                  
NA,36,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,265,0.364150384,NA,0,0,0,-1,3,3,3,4,-0.25,3.25,-3.5,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,NO                                                                                                  ,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,38,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,273,-0.948798055,NA,-2,-2,-3,-2,4,3,3,3,-2.25,3.25,-5.5,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,"No. The influence was the pictures used. James has a slight smile, whereas Chris looks like he's tak",0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,23,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,274,0.085602625,NA,0,0,0,0,0,0,0,0,0,0,0,NA,                                                                                                    ,NA,                                                                                                    ,NA,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,No                                                                                                  
NA,35,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,287,-0.153313758,NA,-3,-3,-3,-3,2,2,3,2,-3,2.25,-5.25,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,"Yes, I thought they might be meant to describe the person that came directly after the word.        ",1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,41,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,289,-0.738833066,NA,-1,-1,-1,-1,1,1,1,1,-1,1,-2,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,"No, they did not as I made my Judgement solely on the pictures of each person.                      ",0,0                                                                                                   ,0                                                                                                   ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,30,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,290,-0.361134524,NA,-3,-3,-3,-3,3,3,4,3,-3,3.25,-6.25,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,I think the words were shown to make me dislike Chris and like James.                               ,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,37,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,313,-0.650319052,NA,-2,-2,-2,-2,4,4,4,4,-2,4,-6,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,Yes                                                                                                 ,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,23,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,317,-0.143805866,NA,2,2,1,2,1,3,2,3,1.75,2.25,-0.5,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,no i don't think they influenced my opinion on either of them                                       ,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,45,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,319,-0.48164944,NA,4,5,4,5,5,5,3,5,4.5,4.5,0,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,They did not. I saw the words and intentionally disassociated their meanings from the images--I did ,0,0                                                                                                   ,0                                                                                                   ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,19,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,330,0.008155956,NA,0,0,0,0,1,1,2,2,0,1.5,-1.5,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,"I don't believe the words influenced me at all, only their pictures did.                            ",0,0                                                                                                   ,0                                                                                                   ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,33,female  ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,333,0.048229226,NA,0,0,0,0,0,0,0,0,0,0,0,NA,always had a positive meaning                                                                       ,0,No                                                                                                  ,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,21,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,334,-0.35948765,NA,3,1,2,2,0,0,2,0,2,0.5,1.5,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,Kinda                                                                                               ,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,31,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,Self_Reports_First                                                                                  ,339,-0.412966743,NA,0,0,0,0,2,2,2,2,0,2,-2,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,"Possibly, and it is worth me telling you that my name is actually James so maybe this influenced my ",1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
NA,41,male    ,NA,No valenced stimulus                                                                                ,No_Shared_Feature_Condition_2                                                                       ,NA,IAT_First                                                                                           ,340,0.059807971,NA,-2,-2,-2,-2,2,2,2,2,-2,2,-4,NA,"had different meanings (e.g., some positive, some negative)                                         ",1,A little - there seemed to be more negative words associated with Chris                             ,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
